ryQu7f-RZ,On the Convergence of Adam and Beyond,https://openreview.net/pdf?id=ryQu7f-RZ,sashank j reddi,satyen kale,sanjiv kumar
BJ8vJebC-,Synthetic and Natural Noise Both Break Neural Machine Translation,https://openreview.net/pdf?id=BJ8vJebC-,yonatan belinkov,yonatan bisk
Hk2aImxAb,Multi-Scale Dense Networks for Resource Efficient Image Classification,https://openreview.net/pdf?id=Hk2aImxAb,gao huang,danlu chen,tianhong li,felix wu,laurens van der maaten,kilian weinberger
HJGXzmspb,Training and Inference with Integers in Deep Neural Networks,https://openreview.net/pdf?id=HJGXzmspb,shuang wu,guoqi li,feng chen,luping shi
HJGv1Z-AW,Emergence of Linguistic Communication from  Referential Games with Symbolic and Pixel Input,https://openreview.net/pdf?id=HJGv1Z-AW,angeliki lazaridou,karl moritz hermann,karl tuyls,stephen clark
Hkbd5xZRb,Spherical CNNs,https://openreview.net/pdf?id=Hkbd5xZRb,taco s cohen,mario geiger,jonas köhler,max welling
S1CChZ-CZ,Ask the Right Questions: Active Question Reformulation with Reinforcement Learning,https://openreview.net/pdf?id=S1CChZ-CZ,christian buck,jannis bulian,massimiliano ciaramita,wojciech gajewski,andrea gesmundo,neil houlsby,wei wang
rJTutzbA-,On the insufficiency of existing momentum schemes for Stochastic Optimization,https://openreview.net/pdf?id=rJTutzbA-,rahul kidambi,praneeth netrapalli,prateek jain,sham m kakade
Hk6kPgZA-,Certifying Some Distributional Robustness with Principled Adversarial Training,https://openreview.net/pdf?id=Hk6kPgZA-,aman sinha,hongseok namkoong,john duchi
HktK4BeCZ,Learning Deep Mean Field Games for Modeling Large Population Behavior,https://openreview.net/pdf?id=HktK4BeCZ,jiachen yang,xiaojing ye,rakshit trivedi,huan xu,hongyuan zha
HkL7n1-0b,Wasserstein Auto-Encoders,https://openreview.net/pdf?id=HkL7n1-0b,ilya tolstikhin,olivier bousquet,sylvain gelly,bernhard schoelkopf
B1QRgziT-,Spectral Normalization for Generative Adversarial Networks,https://openreview.net/pdf?id=B1QRgziT-,takeru miyato,toshiki kataoka,masanori koyama,yuichi yoshida
BJOFETxR-,Learning to Represent Programs with Graphs,https://openreview.net/pdf?id=BJOFETxR-,miltiadis allamanis,marc brockschmidt,mahmoud khademi
B1gJ1L2aW,Characterizing Adversarial Subspaces Using Local Intrinsic Dimensionality,https://openreview.net/pdf?id=B1gJ1L2aW,xingjun ma,bo li,yisen wang,sarah m erfani,sudanthi wijewickrema,grant schoenebeck,dawn song,michael e houle,james bailey
HkwZSG-CZ,Breaking the Softmax Bottleneck: A High-Rank RNN Language Model,https://openreview.net/pdf?id=HkwZSG-CZ,zhilin yang,zihang dai,ruslan salakhutdinov,william w cohen
Sk2u1g-0-,Continuous Adaptation via Meta-Learning in Nonstationary and Competitive Environments,https://openreview.net/pdf?id=Sk2u1g-0-,maruan alshedivat,trapit bansal,yura burda,ilya sutskever,igor mordatch,pieter abbeel
S1JHhv6TW,Boosting Dilated Convolutional Networks with Mixed Tensor Decompositions,https://openreview.net/pdf?id=S1JHhv6TW,nadav cohen,ronen tamari,amnon shashua
HkfXMz-Ab,Neural Sketch Learning for Conditional Program Generation,https://openreview.net/pdf?id=HkfXMz-Ab,vijayaraghavan murali,letao qi,swarat chaudhuri,chris jermaine
Hk99zCeAb,"Progressive Growing of GANs for Improved Quality, Stability, and Variation",https://openreview.net/pdf?id=Hk99zCeAb,tero karras,timo aila,samuli laine,jaakko lehtinen
H1tSsb-AW,Variance Reduction for Policy Gradient with Action-Dependent Factorized Baselines,https://openreview.net/pdf?id=H1tSsb-AW,cathy wu,aravind rajeswaran,yan duan,vikash kumar,alexandre m bayen,sham kakade,igor mordatch,pieter abbeel
BkisuzWRW,Zero-Shot Visual Imitation,https://openreview.net/pdf?id=BkisuzWRW,deepak pathak,parsa mahmoudieh,guanghao luo,pulkit agrawal,dian chen,yide shentu,evan shelhamer,jitendra malik,alexei a efros,trevor darrell
rkRwGg-0Z,Beyond Word Importance:  Contextual Decomposition to Extract Interactions from LSTMs,https://openreview.net/pdf?id=rkRwGg-0Z,w james murdoch,peter j liu,bin yu
Hy7fDog0b,AmbientGAN: Generative models from lossy measurements,https://openreview.net/pdf?id=Hy7fDog0b,ashish bora,eric price,alexandros g dimakis
rJWechg0Z,Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation,https://openreview.net/pdf?id=rJWechg0Z,pietro morerio,jacopo cavazza,vittorio murino
B1zlp1bRW,Large Scale Optimal Transport and Mapping Estimation,https://openreview.net/pdf?id=B1zlp1bRW,vivien seguy,bharath bhushan damodaran,remi flamary,nicolas courty,antoine rolet,mathieu blondel
ryUlhzWCZ,TRUNCATED HORIZON POLICY SEARCH: COMBINING REINFORCEMENT LEARNING & IMITATION LEARNING,https://openreview.net/pdf?id=ryUlhzWCZ,wen sun,j andrew bagnell,byron boots
SJJinbWRZ,Model-Ensemble Trust-Region Policy Optimization,https://openreview.net/pdf?id=SJJinbWRZ,thanard kurutach,ignasi clavera,yan duan,aviv tamar,pieter abbeel
Hy6GHpkCW,A Neural Representation of Sketch Drawings,https://openreview.net/pdf?id=Hy6GHpkCW,david ha,douglas eck
SJaP_-xAb,Deep Learning with Logged Bandit Feedback,https://openreview.net/pdf?id=SJaP_-xAb,thorsten joachims,adith swaminathan,maarten de rijke
Byt3oJ-0W,Learning Latent Permutations with Gumbel-Sinkhorn Networks,https://openreview.net/pdf?id=Byt3oJ-0W,gonzalo mena,david belanger,scott linderman,jasper snoek
rk07ZXZRb,Learning an Embedding Space for Transferable Robot Skills,https://openreview.net/pdf?id=rk07ZXZRb,karol hausman,jost tobias springenberg,ziyu wang,nicolas heess,martin riedmiller
S1DWPP1A-,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,https://openreview.net/pdf?id=S1DWPP1A-,alexandre péré,sébastien forestier,olivier sigaud,pierreyves oudeyer
ryRh0bb0Z,Multi-View Data Generation Without View Supervision,https://openreview.net/pdf?id=ryRh0bb0Z,mickael chen,ludovic denoyer,thierry artières
SyYe6k-CW,Deep Bayesian Bandits Showdown:  An Empirical Comparison of Bayesian Deep Networks for Thompson Sampling,https://openreview.net/pdf?id=SyYe6k-CW,carlos riquelme,george tucker,jasper snoek
H15odZ-C-,Semantic Interpolation in Implicit Models,https://openreview.net/pdf?id=H15odZ-C-,yannic kilcher,aurelien lucchi,thomas hofmann
B1X0mzZCW,Fidelity-Weighted Learning,https://openreview.net/pdf?id=B1X0mzZCW,mostafa dehghani,arash mehrjou,stephan gouws,jaap kamps,bernhard schölkopf
SJzRZ-WCZ,Latent Space Oddity: on the Curvature of Deep Generative Models,https://openreview.net/pdf?id=SJzRZ-WCZ,georgios arvanitidis,lars kai hansen,søren hauberg
Hk3ddfWRW,Imitation Learning from Visual Data with Multiple Intentions,https://openreview.net/pdf?id=Hk3ddfWRW,aviv tamar,khashayar rohanimanesh,yinlam chow,chris vigorito,ben goodrich,michael kahane,derik pridmore
H1zriGeCZ,Hyperparameter optimization: a spectral approach,https://openreview.net/pdf?id=H1zriGeCZ,elad hazan,adam klivans,yang yuan
H1Xw62kRZ,Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis,https://openreview.net/pdf?id=H1Xw62kRZ,rudy bunel,matthew hausknecht,jacob devlin,rishabh singh,pushmeet kohli
HJzgZ3JCW,Efficient Sparse-Winograd Convolutional Neural Networks,https://openreview.net/pdf?id=HJzgZ3JCW,xingyu liu,jeff pool,song han,william j dally
